DATE_HOUR,HOURLYALTIMETERSETTING,HOURLYDEWPOINTTEMPF,HOURLYPRESENTWEATHERTYPE,HOURLYPRESSURETENDENCY,HOURLYRELATIVEHUMIDITY,HOURLYSEALEVELPRESSURE,HOURLYSKYCONDITIONS,HOURLYSTATIONPRESSURE,HOURLYVISIBILITY,HOURLYWETBULBTEMPF,HOURLYWINDSPEED,HOURLYDRYBULBTEMPF
2014-08-29 04,29.94,68.0,0,4.443166074332871,88.0,29.91,4,29.3,4.16666666667,69.0,7.666666666669999,71.6666666667
2014-08-29 05,29.9066666667,68.0,0,8.0,90.0,29.86,1,29.2666666667,8.333333333330001,69.0,6.666666666669999,71.0
2014-08-29 06,29.89,68.5,0,8.0,90.5,29.865,1,29.265,10.0,69.5,4.0,71.5
2014-08-29 07,29.9,69.0,-1,4.443166074332871,85.0,29.87,1,29.26,10.0,70.0,3.0,74.0
2014-08-29 08,29.93,69.0,-1,3.0,79.0,29.9,1,29.29,10.0,71.0,10.0,76.0
2014-08-29 09,29.94,69.0,-1,3.0,76.5,29.905,1,29.31,10.0,71.5,8.0,77.0
2014-08-29 10,29.94,70.0,-1,4.443166074332871,69.0,29.91,1,29.3,10.0,74.0,0.0,81.0
2014-08-29 11,29.92,68.0,-1,8.0,59.0,29.89,1,29.28,10.0,74.0,0.0,84.0
2014-08-29 12,29.9,68.0,-1,8.0,55.5,29.88,1,29.285,10.0,75.5,3.0,86.0
2014-08-29 13,29.87,67.0,-1,4.443166074332871,47.0,29.84,1,29.24,10.0,78.0,0.0,90.0
2014-08-29 14,29.85,66.0,-1,6.0,44.0,29.83,1,29.21,10.0,79.0,5.0,91.0
2014-08-29 15,29.86,66.0,-1,6.0,42.5,29.83,2,29.23,10.0,80.0,4.0,92.0
2014-08-29 16,29.84,64.0,-1,4.443166074332871,40.0,29.82,2,29.21,10.0,80.0,7.0,92.0
2014-08-29 17,29.85,68.0,-1,5.0,53.5,29.82,2,29.21,10.0,76.5,15.0,87.0
2014-08-29 18,29.86,67.5,-1,5.0,56.0,29.83,3,29.23,10.0,75.0,12.0,85.0
2014-08-29 19,29.87,69.0,-1,4.443166074332871,63.0,29.85,3,29.24,10.0,74.0,5.0,83.0
2014-08-29 20,29.9,70.0,-1,3.0,67.0,29.88,1,29.26,10.0,74.0,5.0,82.0
2014-08-29 21,29.91,70.5,-1,3.0,69.5,29.885,2,29.28,10.0,74.0,4.0,81.5
2014-08-29 22,29.92,71.0,-1,4.443166074332871,69.0,29.89,1,29.28,10.0,75.0,8.0,82.0
2014-08-29 23,29.92,71.0,-1,0.0,72.0,29.89,1,29.28,10.0,74.0,8.0,81.0
2014-08-30 00,29.92,70.5,-1,4.443166074332871,71.5,29.89,1,29.295,10.0,73.5,9.0,80.5
2014-08-30 01,29.92,70.0,-1,4.443166074332871,76.0,29.89,1,29.28,10.0,72.0,9.0,78.0
2014-08-30 02,29.94,71.0,-1,3.0,79.0,29.91,1,29.3,10.0,73.0,7.0,78.0
2014-08-30 03,29.94,71.0,-1,3.0,79.0,29.91,4,29.315,10.0,73.0,8.0,78.0
2014-08-30 04,29.94,71.0,-1,4.443166074332871,82.0,29.91,2,29.3,10.0,73.0,6.0,77.0
2014-08-30 05,29.94,71.5,-1,1.0,87.0,29.92,3,29.3,10.0,72.5,6.5,75.5
2014-08-30 06,29.945,71.0,-1,1.0,84.0,29.925,3,29.313333333299997,10.0,72.3333333333,5.0,76.3333333333
2014-08-30 07,29.96,72.0,-1,4.443166074332871,79.0,29.94,2,29.32,10.0,74.0,6.0,79.0
2014-08-30 08,29.9666666667,72.0,-1,3.0,75.3333333333,29.95,2,29.3266666667,10.0,74.3333333333,2.66666666667,80.3333333333
2014-08-30 09,29.965,72.0,-1,3.0,72.6666666667,29.945,2,29.3366666667,10.0,75.0,1.6666666666699999,81.6666666667
2014-08-30 10,29.97,72.0,-1,4.443166074332871,65.0,29.94,2,29.33,10.0,76.0,8.0,85.0
2014-08-30 11,29.95,73.0,-1,8.0,61.0,29.93,2,29.31,10.0,78.0,8.0,88.0
2014-08-30 12,29.93,72.0,-1,8.0,57.5,29.92,2,29.315,10.0,78.5,4.0,89.0
2014-08-30 13,29.91,71.0,-1,4.443166074332871,51.0,29.89,2,29.27,10.0,80.0,6.0,92.0
2014-08-30 14,29.88,70.0,-1,8.0,49.0,29.86,2,29.24,10.0,80.0,5.0,92.0
2014-08-30 15,29.87,68.5,-1,8.0,45.5,29.85,1,29.255,10.0,80.5,4.0,92.5
2014-08-30 16,29.86,66.0,-1,4.443166074332871,41.0,29.83,1,29.22,10.0,81.0,8.0,93.0
2014-08-30 17,29.86,65.0,-1,5.0,41.0,29.84,1,29.22,10.0,80.0,6.0,92.0
2014-08-30 18,29.87,66.0,-1,5.0,44.5,29.84,1,29.245,10.0,79.0,8.5,90.5
2014-08-30 19,29.89,69.0,-1,4.443166074332871,55.0,29.86,1,29.25,10.0,77.0,13.0,87.0
2014-08-30 20,29.93,68.0,-1,3.0,57.0,29.9,1,29.29,10.0,75.0,13.0,85.0
2014-08-30 21,29.93,68.5,-1,3.0,59.0,29.905,1,29.305,10.0,75.0,11.0,84.5
2014-08-30 22,29.93,69.0,-1,4.443166074332871,63.0,29.91,1,29.29,10.0,74.0,10.0,83.0
2014-08-30 23,29.92,68.0,-1,8.0,63.0,29.9,1,29.28,10.0,73.0,9.0,82.0
2014-08-31 00,29.91,68.5,-1,8.0,66.0,29.89,0,29.29,10.0,73.0,9.0,81.0
2014-08-31 01,29.92,69.0,-1,4.443166074332871,74.0,29.89,0,29.28,10.0,72.0,5.0,78.0
2014-08-31 02,29.92,70.0,-1,6.0,79.0,29.89,0,29.28,10.0,72.0,7.0,77.0
2014-08-31 03,29.92,70.0,-1,6.0,77.5,29.895,0,29.295,10.0,72.0,7.5,77.5
2014-08-31 04,29.93,71.0,-1,4.443166074332871,82.0,29.91,0,29.29,10.0,73.0,8.0,77.0
2014-08-31 05,29.95,72.0,-1,3.0,85.0,29.92,1,29.31,10.0,73.0,9.0,77.0
2014-08-31 06,29.96,72.0,-1,3.0,85.0,29.93,1,29.33,10.0,73.0,9.0,77.0
2014-08-31 07,29.97,72.0,-1,4.443166074332871,76.0,29.94,1,29.33,10.0,74.0,8.0,80.0
2014-08-31 08,29.98,73.0,-1,1.0,72.0,29.95,1,29.34,10.0,76.0,10.0,83.0
2014-08-31 09,29.97,73.5,-1,1.0,69.5,29.95,1,29.35,10.0,77.0,9.0,84.5
2014-08-31 10,29.96,71.0,-1,4.443166074332871,55.0,29.94,1,29.32,10.0,78.0,11.0,89.0
2014-08-31 11,29.94,70.0,-1,8.0,49.0,29.91,1,29.3,10.0,80.0,13.0,92.0
2014-08-31 12,29.92,70.0,-1,8.0,48.0,29.9,1,29.305,10.0,80.5,12.0,92.5
2014-08-31 13,29.9,69.0,-1,4.443166074332871,44.0,29.87,2,29.26,10.0,82.0,20.0,94.0
2014-08-31 14,29.89,70.0,-1,6.0,44.0,29.86,2,29.25,10.0,83.0,21.0,95.0
2014-08-31 15,29.87,69.0,-1,6.0,44.0,29.855,2,29.26,10.0,82.0,17.5,94.0
2014-08-31 16,29.86,68.0,-1,4.443166074332871,43.0,29.84,2,29.22,10.0,82.0,18.0,94.0
2014-08-31 17,29.86,67.0,-1,6.0,42.0,29.83,1,29.22,10.0,81.0,17.0,93.0
2014-08-31 18,29.85,67.0,-1,6.0,43.5,29.825,1,29.23,10.0,80.0,15.0,92.0
2014-08-31 19,29.86,71.0,-1,4.443166074332871,57.0,29.83,1,29.22,10.0,78.0,20.0,88.0
2014-08-31 20,29.87,71.0,-1,3.0,61.0,29.84,1,29.24,10.0,77.0,18.0,86.0
2014-08-31 21,29.87,71.0,-1,3.0,62.0,29.845,0,29.25,10.0,76.5,17.0,85.5
2014-08-31 22,29.88,70.0,-1,4.443166074332871,65.0,29.86,0,29.24,10.0,75.0,17.0,83.0
2014-08-31 23,29.88,69.0,-1,0.0,65.0,29.85,0,29.24,10.0,74.0,17.0,82.0
2014-09-01 00,29.88,69.0,-1,4.443166074332871,66.0,29.855,0,29.255,10.0,73.5,17.0,81.5
2014-09-01 01,29.89,69.0,-1,4.443166074332871,69.0,29.86,0,29.25,10.0,73.0,17.0,80.0
2014-09-01 02,29.89,70.0,-1,1.0,74.0,29.86,0,29.25,10.0,73.0,16.0,79.0
2014-09-01 03,29.88,70.5,-1,1.0,76.5,29.855,2,29.26,10.0,73.0,16.0,78.5
2014-09-01 04,29.88,71.0,-1,4.443166074332871,79.0,29.86,3,29.24,10.0,73.0,21.0,78.0
2014-09-01 05,29.885,71.0,-1,5.0,79.0,29.86,2,29.245,10.0,73.0,18.0,78.0
2014-09-01 06,29.91,71.5,-1,5.0,79.0,29.87,2,29.275,10.0,73.5,16.0,78.5
2014-09-01 07,29.91,72.0,-1,4.443166074332871,76.5,29.89,3,29.27,10.0,74.5,19.5,80.0
2014-09-01 08,29.915,72.0,-1,1.0,67.0,29.89,2,29.275,10.0,76.0,19.0,84.0
2014-09-01 09,29.91,72.0,-1,1.0,63.0,29.885,2,29.29,10.0,77.0,18.5,86.0
2014-09-01 10,29.91,71.0,-1,4.443166074332871,54.0,29.88,2,29.27,10.0,79.0,20.0,90.0
2014-09-01 11,29.91,72.0,-1,8.0,54.0,29.88,2,29.27,10.0,80.0,17.0,91.0
2014-09-01 12,29.89,71.5,-1,8.0,51.0,29.87,2,29.275,10.0,81.0,16.0,92.5
2014-09-01 13,29.87,70.0,-1,4.443166074332871,46.0,29.84,3,29.24,10.0,82.0,18.0,94.0
2014-09-01 14,29.86,70.0,-1,8.0,43.0,29.83,3,29.22,10.0,83.0,18.0,96.0
2014-09-01 15,29.83,69.0,-1,8.0,43.0,29.82,2,29.22,10.0,82.5,17.5,95.0
2014-09-01 16,29.83,69.0,-1,4.443166074332871,43.0,29.8,1,29.19,10.0,83.0,17.0,95.0
2014-09-01 17,29.83,69.0,-1,5.0,46.0,29.81,1,29.19,10.0,81.0,17.0,93.0
2014-09-01 18,29.84,68.0,-1,5.0,45.0,29.81,1,29.215,10.0,80.5,16.0,92.5
2014-09-01 19,29.86,67.0,-1,4.443166074332871,47.0,29.83,0,29.22,10.0,78.0,16.0,90.0
2014-09-01 20,29.86,66.0,-1,3.0,47.0,29.83,0,29.22,10.0,77.0,14.0,89.0
2014-09-01 21,29.86,66.0,-1,3.0,47.5,29.83,0,29.235,10.0,77.0,14.5,88.5
2014-09-01 22,29.87,69.0,-1,4.443166074332871,55.0,29.84,0,29.24,10.0,77.0,15.0,87.0
2014-09-01 23,29.89,69.0,-1,3.0,57.0,29.86,0,29.25,10.0,76.0,16.0,86.0
2014-09-02 00,29.88,69.5,-1,3.0,59.0,29.855,0,29.26,10.0,76.0,16.5,85.5
2014-09-02 01,29.86,70.0,-1,4.443166074332871,65.0,29.83,0,29.22,10.0,75.0,15.0,83.0
2014-09-02 02,29.87,70.0,-1,5.0,65.0,29.83,0,29.24,10.0,75.0,16.0,83.0
2014-09-02 03,29.87,70.0,-1,5.0,67.0,29.835,0,29.25,10.0,74.5,16.5,82.0
2014-09-02 04,29.87,70.0,-1,4.443166074332871,71.0,29.84,0,29.24,10.0,73.0,16.0,80.0
2014-09-02 05,29.91,71.0,-1,3.0,77.0,29.88,1,29.27,10.0,73.0,11.0,79.0
2014-09-02 06,29.94,71.5,-1,3.0,78.0,29.895,1,29.3,10.0,73.5,10.5,79.0
2014-09-02 07,29.96,72.5,-1,4.443166074332871,75.0,29.93,3,29.32,10.0,75.0,15.0,81.0
2014-09-02 08,29.96,72.5,-1,1.0,71.0,29.94,2,29.32,10.0,76.0,19.0,83.0
2014-09-02 09,29.98,72.0,-1,1.0,65.5,29.945,1,29.345,10.0,77.0,14.5,85.0
2014-09-02 10,29.99,71.0,-1,4.443166074332871,54.0,29.96,1,29.35,10.0,79.0,14.0,90.0
2014-09-02 11,30.0,71.0,-1,1.0,52.0,29.97,2,29.36,10.0,80.0,11.0,91.0
2014-09-02 12,29.97,70.5,-1,1.0,49.5,29.955,1,29.36,10.0,80.5,12.0,92.0
2014-09-02 13,29.94,70.0,-1,4.443166074332871,44.0,29.91,3,29.3,10.0,83.0,8.0,95.0
2014-09-02 14,29.91,68.0,-1,6.0,43.0,29.88,2,29.27,10.0,82.0,11.0,94.0
2014-09-02 15,29.88,67.5,-1,6.0,41.0,29.87,2,29.27,10.0,82.5,12.5,95.0
2014-09-02 16,29.88,67.0,-1,4.443166074332871,40.0,29.85,2,29.24,10.0,83.0,11.0,95.0
2014-09-02 17,29.87,67.0,-1,6.0,40.0,29.84,1,29.24,10.0,83.0,11.0,95.0
2014-09-02 18,29.87,68.0,-1,6.0,43.5,29.845,1,29.25,10.0,81.5,14.5,93.5
2014-09-02 19,29.89,71.0,-1,4.443166074332871,55.0,29.86,1,29.25,10.0,78.0,13.0,89.0
2014-09-02 20,29.91,71.0,-1,3.0,59.0,29.88,0,29.27,10.0,77.0,16.0,87.0
2014-09-02 21,29.93,71.0,-1,3.0,61.0,29.89,0,29.295,10.0,76.5,13.5,86.0
2014-09-02 22,29.93,71.0,-1,4.443166074332871,67.0,29.9,0,29.29,10.0,75.0,14.0,83.0
2014-09-02 23,29.93,73.0,-1,0.0,74.0,29.9,0,29.29,10.0,76.0,14.0,82.0
2014-09-03 00,29.93,72.5,-1,4.443166074332871,73.0,29.9,0,29.305,10.0,75.5,16.0,82.0
2014-09-03 01,29.93,72.0,-1,4.443166074332871,76.0,29.9,0,29.29,10.0,74.0,15.0,80.0
2014-09-03 02,29.94,72.0,-1,3.0,76.0,29.91,0,29.3,10.0,74.0,10.0,80.0
2014-09-03 03,29.95,71.5,-1,3.0,75.0,29.915,0,29.32,10.0,74.0,11.5,80.0
2014-09-03 04,29.95,71.0,-1,4.443166074332871,77.0,29.92,0,29.31,10.0,73.0,11.0,79.0
2014-09-03 05,29.96,71.0,-1,3.0,79.0,29.94,1,29.32,10.0,73.0,9.0,78.0
2014-09-03 06,29.98,71.5,-1,3.0,79.0,29.95,2,29.345,10.0,73.5,10.0,78.5
2014-09-03 07,30.0,72.0,-1,4.443166074332871,72.0,29.97,1,29.36,10.0,75.0,14.0,82.0
2014-09-03 08,30.0,72.0,-1,1.0,65.0,29.97,2,29.36,10.0,76.0,14.0,85.0
2014-09-03 09,30.0033333333,72.0,-1,1.0,61.0,29.97,2,29.37,10.0,77.5,14.75,87.0
2014-09-03 10,30.0,70.0,-1,4.443166074332871,50.0,29.97,2,29.36,10.0,79.0,18.0,91.0
2014-09-03 11,29.99,70.0,-1,8.0,49.0,29.96,2,29.35,10.0,80.0,20.0,92.0
2014-09-03 12,29.97,69.5,-1,8.0,46.0,29.95,2,29.355,10.0,81.5,18.5,93.5
2014-09-03 13,29.95,67.0,-1,4.443166074332871,39.0,29.92,2,29.31,10.0,83.0,20.0,96.0
2014-09-03 14,29.93,66.0,-1,8.0,37.0,29.9,3,29.29,10.0,84.0,17.0,96.0
2014-09-03 15,29.91,65.5,-1,8.0,36.5,29.89,1,29.295,10.0,84.0,16.5,96.0
2014-09-03 16,29.9,64.0,-1,4.443166074332871,36.0,29.87,2,29.26,10.0,83.0,17.0,95.0
2014-09-03 17,29.9,64.0,-1,6.0,36.0,29.87,1,29.26,10.0,83.0,15.0,95.0
2014-09-03 18,29.89,65.0,-1,6.0,39.5,29.87,1,29.27,10.0,81.5,14.5,93.5
2014-09-03 19,29.91,66.0,-1,4.443166074332871,45.0,29.88,0,29.27,10.0,78.0,13.0,90.0
2014-09-03 20,29.93,66.0,-1,3.0,47.0,29.91,0,29.29,10.0,77.0,10.0,89.0
2014-09-03 21,29.94,66.0,-1,3.0,47.5,29.91,0,29.31,10.0,77.0,10.5,88.5
2014-09-03 22,29.95,68.0,-1,4.443166074332871,55.0,29.92,0,29.31,10.0,76.0,13.0,86.0
2014-09-03 23,29.95,69.0,-1,1.0,59.0,29.93,0,29.31,10.0,75.0,17.0,85.0
2014-09-04 00,29.96,68.5,-1,1.0,59.0,29.93,2,29.33,10.0,74.5,17.0,84.5
2014-09-04 01,29.96,68.0,-1,4.443166074332871,61.0,29.94,3,29.32,10.0,74.0,13.0,83.0
2014-09-04 02,29.97,68.0,-1,1.0,65.0,29.94,2,29.33,10.0,73.0,10.0,81.0
2014-09-04 03,29.97,68.0,-1,1.0,66.0,29.94,1,29.345,10.0,72.5,10.0,80.5
2014-09-04 04,29.98,69.0,-1,4.443166074332871,69.0,29.95,1,29.34,10.0,73.0,10.0,80.0
2014-09-04 05,29.99,69.0,-1,3.0,74.0,29.96,1,29.35,10.0,72.0,8.0,78.0
2014-09-04 06,30.01,69.0,-1,3.0,73.0,29.975,2,29.375,10.0,72.0,8.5,78.5
2014-09-04 07,30.03,71.0,-1,4.443166074332871,69.0,30.0,1,29.39,10.0,75.0,11.0,82.0
2014-09-04 08,30.04,72.0,-1,1.0,67.0,30.01,2,29.4,10.0,76.0,11.0,84.0
2014-09-04 09,30.05,71.75,-1,1.0,63.25,30.015,3,29.415,10.0,76.5,13.5,85.5
2014-09-04 10,30.05,70.0,-1,4.443166074332871,53.0,30.02,2,29.41,10.0,78.0,14.0,89.0
2014-09-04 11,30.03,70.0,-1,8.0,49.0,30.0,2,29.39,10.0,80.0,14.0,92.0
2014-09-04 12,30.01,69.0,-1,8.0,46.0,29.99,2,29.395,10.0,81.0,12.5,93.0
2014-09-04 13,29.99,67.0,-1,4.443166074332871,40.0,29.96,2,29.35,10.0,83.0,10.0,95.0
2014-09-04 14,29.96,66.0,-1,8.0,37.0,29.93,2,29.32,10.0,84.0,18.0,96.0
2014-09-04 15,29.95,65.5,-1,8.0,36.0,29.925,2,29.33,10.0,84.5,16.5,96.5
2014-09-04 16,29.94,65.0,-1,4.443166074332871,36.0,29.91,1,29.3,10.0,84.0,17.0,96.0
2014-09-04 17,29.94,65.0,-1,5.0,38.0,29.91,1,29.3,10.0,82.0,15.0,94.0
2014-09-04 18,29.95,65.5,-1,5.0,40.5,29.915,1,29.32,10.0,81.0,14.5,93.0
2014-09-04 19,29.97,66.0,-1,4.443166074332871,44.0,29.94,1,29.33,10.0,79.0,20.0,91.0
2014-09-04 20,30.0,67.0,-1,3.0,50.0,29.97,1,29.36,10.0,77.0,14.0,88.0
2014-09-04 21,30.01,67.5,-1,3.0,51.5,29.975,1,29.38,10.0,76.5,12.5,87.5
2014-09-04 22,30.02,68.0,-1,4.443166074332871,57.0,29.99,1,29.38,10.0,75.0,13.0,85.0
2014-09-04 23,30.02,68.0,-1,1.0,61.0,29.99,1,29.38,10.0,74.0,9.0,83.0
2014-09-05 00,30.03,68.5,-1,1.0,63.0,29.995,1,29.4,10.0,74.0,8.5,82.5
2014-09-05 01,30.04,69.0,-1,4.443166074332871,67.0,30.01,1,29.4,10.0,73.0,10.0,81.0
2014-09-05 02,30.04,69.0,-1,0.0,72.0,30.01,2,29.4,10.0,72.0,7.0,79.0
2014-09-05 03,30.04,69.0,-1,4.443166074332871,72.0,30.01,2,29.415,10.0,72.0,7.5,79.0
2014-09-05 04,30.05,69.0,-1,4.443166074332871,74.0,30.02,2,29.41,10.0,72.0,7.0,78.0
2014-09-05 05,30.07,69.0,-1,3.0,77.0,30.05,1,29.43,10.0,71.0,7.0,77.0
2014-09-05 06,30.09,69.5,-1,3.0,75.5,30.06,2,29.455,10.0,72.0,7.0,78.0
2014-09-05 07,30.1,72.0,-1,4.443166074332871,72.0,30.07,1,29.46,10.0,75.0,9.0,82.0
2014-09-05 08,30.1,72.0,-1,0.0,67.0,30.07,1,29.46,10.0,76.0,9.0,84.0
2014-09-05 09,30.1,71.5,-1,4.443166074332871,62.0,30.075,2,29.475,10.0,77.0,8.0,86.0
2014-09-05 10,30.09,70.0,-1,4.443166074332871,52.0,30.06,2,29.45,10.0,79.0,10.0,90.0
2014-09-05 11,30.08,67.0,-1,8.0,44.0,30.05,2,29.44,10.0,80.0,11.0,92.0
2014-09-05 12,30.06,66.5,-1,8.0,42.0,30.04,2,29.445,10.0,81.0,9.0,93.0
2014-09-05 13,30.03,66.0,-1,4.443166074332871,40.0,30.0,2,29.39,10.0,82.0,8.0,94.0
2014-09-05 14,30.01,65.0,-1,8.0,36.5,29.97,3,29.37,10.0,83.5,8.5,95.5
2014-09-05 15,29.98,65.0,-1,8.0,36.0,29.96,2,29.365,10.0,84.0,8.5,96.0
2014-09-05 16,29.96,63.0,-1,4.443166074332871,34.0,29.93,1,29.32,10.0,84.0,7.0,96.0
2014-09-05 17,29.96,63.0,-1,5.0,36.0,29.94,1,29.32,10.0,82.0,10.0,94.0
2014-09-05 18,29.97,63.5,-1,5.0,38.5,29.945,1,29.34,10.0,80.5,9.5,92.5
2014-09-05 19,30.0,63.0,-1,4.443166074332871,42.0,29.97,1,29.36,10.0,77.0,9.0,89.0
2014-09-05 20,30.02,65.0,-1,3.0,48.0,29.99,1,29.38,10.0,76.0,7.0,87.0
2014-09-05 21,30.02,65.0,-1,3.0,47.0,29.99,1,29.395,10.0,76.5,8.0,87.5
2014-09-05 22,30.03,66.0,-1,4.443166074332871,51.0,30.0,2,29.39,10.0,75.0,9.0,86.0
2014-09-05 23,30.02,67.0,-1,0.0,59.0,29.99,1,29.38,10.0,74.0,7.0,83.0
2014-09-06 00,30.03,68.0,-1,4.443166074332871,61.0,29.995,2,29.4,10.0,74.0,8.5,83.0
2014-09-06 01,30.02,69.0,-1,4.443166074332871,67.0,30.0,1,29.38,10.0,73.0,8.0,81.0
2014-09-06 02,30.04,69.0,-1,3.0,72.0,30.01,2,29.4,10.0,72.0,5.0,79.0
2014-09-06 03,30.04,69.5,-1,3.0,73.0,30.01,2,29.415,10.0,72.5,5.0,79.0
2014-09-06 04,30.05,70.0,-1,4.443166074332871,79.0,30.02,2,29.41,10.0,72.0,6.0,77.0
2014-09-06 05,30.06,70.0,-1,1.0,76.0,30.03,2,29.42,10.0,72.0,0.0,78.0
2014-09-06 06,30.07,70.5,-1,1.0,77.5,30.035,2,29.44,10.0,72.5,0.0,78.0
2014-09-06 07,30.07,72.0,-1,4.443166074332871,70.0,30.04,1,29.43,10.0,76.0,0.0,83.0
2014-09-06 08,30.07,71.0,-1,1.0,63.0,30.05,2,29.43,10.0,76.0,5.0,85.0
2014-09-06 09,30.08,71.5,-1,1.0,63.0,30.05,3,29.45,10.0,76.5,5.0,85.5
2014-09-06 10,30.07,71.0,-1,4.443166074332871,61.0,30.05,1,29.43,10.0,77.0,7.0,86.0
2014-09-06 11,30.05,70.0,-1,8.0,50.0,30.02,1,29.41,10.0,79.0,3.0,91.0
2014-09-06 12,30.03,70.0,-1,8.0,48.5,30.01,2,29.415,10.0,80.0,3.0,92.0
2014-09-06 13,30.0,68.0,-1,4.443166074332871,46.0,29.97,2,29.36,10.0,80.0,7.0,92.0
2014-09-06 14,29.98,68.0,-1,8.0,41.0,29.95,2,29.34,10.0,83.0,13.0,95.0
2014-09-06 15,29.97,68.0,-1,8.0,44.0,29.95,2,29.35,10.0,81.0,13.0,93.0
2014-09-06 16,29.99,69.0,-1,4.443166074332871,50.0,29.97,3,29.35,10.0,79.0,18.0,90.0
2014-09-06 17,30.015,67.0,3,3.0,57.5,30.0,3,29.375,10.0,74.0,23.0,83.5
2014-09-06 18,30.03,67.0,3,3.0,60.6666666667,30.005,3,29.3966666667,10.0,72.6666666667,17.3333333333,81.6666666667
2014-09-06 19,30.08,66.0,-1,4.443166074332871,62.0,30.05,3,29.44,10.0,71.0,14.0,80.0
2014-09-06 20,30.1,67.0,-1,3.0,69.0,30.07,1,29.46,10.0,71.0,15.0,78.0
2014-09-06 21,30.09,67.0,-1,3.0,71.5,30.065,3,29.47,10.0,70.5,14.5,77.0
2014-09-06 22,30.09,66.0,-1,4.443166074332871,74.0,30.07,3,29.45,10.0,69.0,17.0,75.0
2014-09-06 23,30.09,66.0,-1,6.0,76.0,30.06,1,29.45,10.0,69.0,11.0,74.0
2014-09-07 00,30.08,66.0,-1,6.0,77.5,30.055,1,29.46,10.0,68.5,11.0,73.5
2014-09-07 01,30.075,66.0,-1,4.443166074332871,79.0,30.04,3,29.435,10.0,68.0,11.0,73.0
2014-09-07 02,30.07,66.0,-1,6.0,79.0,30.04,3,29.43,10.0,68.0,10.0,73.0
2014-09-07 03,30.075,66.0,-1,6.0,79.0,30.045,3,29.4433333333,10.0,68.0,10.0,73.0
2014-09-07 04,30.08,66.0,-1,4.443166074332871,79.0,30.06,4,29.44,10.0,68.0,7.0,73.0
2014-09-07 05,30.09,66.0,-1,1.0,79.0,30.06,4,29.45,10.0,68.0,9.0,73.0
2014-09-07 06,30.1,66.0,-1,1.0,79.0,30.065,2,29.47,10.0,68.0,8.0,73.0
2014-09-07 07,30.0933333333,66.0,-1,4.443166074332871,79.0,30.07,4,29.453333333299998,10.0,68.0,8.0,73.0
2014-09-07 08,30.1,67.0,-1,1.0,76.0,30.08,1,29.46,10.0,70.0,7.5,75.0
2014-09-07 09,30.11,67.5,-1,1.0,72.5,30.08,1,29.48,10.0,71.0,7.0,77.0
2014-09-07 10,30.1,68.0,-1,4.443166074332871,63.0,30.08,1,29.46,10.0,73.0,6.0,82.0
2014-09-07 11,30.09,69.0,-1,8.0,63.0,30.06,1,29.45,10.0,74.0,5.0,83.0
2014-09-07 12,30.07,68.5,-1,8.0,61.0,30.05,3,29.455,10.0,74.0,5.0,83.5
2014-09-07 13,30.05,68.0,-1,4.443166074332871,55.0,30.02,1,29.41,10.0,76.0,8.0,86.0
2014-09-07 14,30.02,68.0,-1,8.0,55.0,30.0,3,29.38,10.0,76.0,6.0,86.0
2014-09-07 15,29.99,68.0,-1,8.0,55.0,29.985,3,29.38,10.0,76.0,6.5,86.0
2014-09-07 16,29.98,68.0,-1,4.443166074332871,57.0,29.96,3,29.34,10.0,75.0,3.0,85.0
2014-09-07 17,29.98,68.0,-1,6.0,57.0,29.96,2,29.34,10.0,75.0,7.0,85.0
2014-09-07 18,29.99,68.0,-1,6.0,60.0,29.965,1,29.36,10.0,74.0,6.0,83.5
2014-09-07 19,30.01,68.0,-1,4.443166074332871,65.0,29.99,2,29.37,10.0,73.0,5.0,81.0
2014-09-07 20,30.02,68.0,-1,1.0,65.0,30.0,1,29.38,10.0,73.0,5.0,81.0
2014-09-07 21,30.02,68.0,-1,1.0,66.0,30.0,1,29.395,10.0,72.5,4.0,80.5
2014-09-07 22,30.03,69.0,-1,4.443166074332871,74.0,30.01,1,29.39,10.0,72.0,8.0,78.0
2014-09-07 23,30.03,69.0,-1,0.0,79.0,30.0,1,29.39,10.0,71.0,5.0,76.0
2014-09-08 00,30.02,69.0,-1,4.443166074332871,79.0,30.0,1,29.4,10.0,71.0,5.0,76.0
2014-09-08 01,30.03,69.0,-1,4.443166074332871,82.0,30.01,1,29.39,10.0,71.0,0.0,75.0
2014-09-08 02,30.03,69.0,-1,6.0,82.0,30.0,2,29.39,10.0,71.0,6.0,75.0
2014-09-08 03,30.02,69.0,-1,4.0,83.5,29.995,2,29.4,10.0,70.5,5.5,74.5
2014-09-08 04,30.01,70.0,-1,4.443166074332871,88.0,29.99,1,29.37,10.0,71.0,5.0,74.0
2014-09-08 05,30.02,70.0,-1,5.0,88.0,30.0,3,29.38,10.0,71.0,0.0,74.0
2014-09-08 06,30.03,70.5,1,5.0,88.0,30.005,1,29.4,6.0,71.5,1.5,74.5
2014-09-08 07,30.04,71.0,-1,4.443166074332871,79.0,30.01,0,29.4,8.0,73.0,3.0,78.0
2014-09-08 08,30.04,72.0,-1,1.0,72.0,30.01,1,29.4,10.0,75.0,7.0,82.0
2014-09-08 09,30.04,71.5,-1,1.0,66.5,30.015,1,29.415,10.0,76.0,7.5,84.0
2014-09-08 10,30.03,70.0,-1,4.443166074332871,53.0,30.0,1,29.39,10.0,78.0,10.0,89.0
