DATE_HOUR,DAILYSUNRISE,DAILYSUNSET,HOURLYALTIMETERSETTING,HOURLYDEWPOINTTEMPF,HOURLYDRYBULBTEMPF,HOURLYPRECIP,HOURLYPRESENTWEATHERTYPE,HOURLYPRESSURECHANGE,HOURLYPRESSURETENDENCY,HOURLYRELATIVEHUMIDITY,HOURLYSEALEVELPRESSURE,HOURLYSKYCONDITIONS,HOURLYSTATIONPRESSURE,HOURLYVISIBILITY,HOURLYWETBULBTEMPF,HOURLYWINDDIRECTION,HOURLYWINDGUSTSPEED,HOURLYWINDSPEED
2014-02-17 03,710.0,1815.0,29.86,57.5,61.5,0.0,BR:1 ||,0.0,4.0,86.5,29.84,FEW:02 14 BKN:07 250,29.235,6.0,58.5,190.0,,11.5
2014-02-17 04,710.0,1815.0,29.87,58.0,61.0,0.0,BR:1 ||,,,90.0,29.86,FEW:02 14 OVC:08 240,29.24,6.0,59.0,190.0,,13.0
2014-02-17 05,710.0,1815.0,29.89,57.0,60.0,0.0,BR:1 ||,,3.0,90.0,29.88,FEW:02 13 OVC:08 240,29.25,5.0,58.0,200.0,,11.0
2014-02-17 06,710.0,1815.0,29.95,57.0,59.5,0.0,BR:1 ||,-0.03,3.0,91.5,29.91,BKN:07 240,29.295,5.0,58.0,220.0,,9.5
2014-02-17 07,710.0,1815.0,30.0,54.0,62.0,0.0,,,,75.0,29.99,BKN:07 250,29.36,7.0,57.0,320.0,24.0,16.0
2014-02-17 08,710.0,1815.0,30.06,42.0,64.0,0.0,,,1.0,45.0,30.04,FEW:02 200 BKN:07 250,29.42,10.0,55.0,350.0,,17.0
2014-02-17 09,710.0,1815.0,30.09,36.0,65.0,0.0,,-0.16,1.0,35.5,30.06,FEW:02 180 BKN:07 250,29.45,10.0,56.5,350.0,26.0,20.0
2014-02-17 10,710.0,1815.0,30.11,26.0,68.0,0.0,,,,21.0,30.1,FEW:02 180 BKN:07 250,29.47,10.0,61.0,350.0,,23.0
2014-02-17 11,710.0,1815.0,30.12,27.0,72.0,0.0,,,1.0,19.0,30.1,FEW:02 180 BKN:07 250,29.48,10.0,66.0,360.0,,15.0
2014-02-17 12,710.0,1815.0,30.1,26.0,72.5,0.0,,-0.06,1.0,18.0,30.095,FEW:02 200 BKN:07 250,29.485,10.0,67.0,355.0,,15.0
2014-02-17 13,710.0,1815.0,30.09,23.0,73.0,0.0,,,,15.0,30.07,FEW:02 200 BKN:07 250,29.45,10.0,69.0,360.0,,17.0
2014-02-17 14,710.0,1815.0,30.08,24.0,74.0,0.0,,,6.0,15.0,30.07,FEW:02 200 BKN:07 300,29.44,10.0,70.0,30.0,,14.0
2014-02-17 15,710.0,1815.0,30.09,23.0,74.0,0.0,,0.03,6.0,14.5,30.07,FEW:02 200 OVC:08 300,29.46,10.0,70.5,25.0,,13.5
2014-02-17 16,710.0,1815.0,30.1,23.0,71.0,0.0,,,,16.0,30.09,FEW:02 200 OVC:08 300,29.46,10.0,66.0,360.0,,13.0
2014-02-17 17,710.0,1815.0,30.11,21.0,67.0,0.0,,,3.0,17.0,30.1,OVC:08 300,29.47,10.0,62.0,10.0,,10.0
2014-02-17 18,709.0,1816.0,30.12,23.0,64.5,0.0,,-0.03,3.0,20.5,30.105,OVC:08 300,29.49,10.0,58.5,185.0,,9.5
2014-02-17 19,709.0,1816.0,30.13,24.0,61.0,0.0,,,,24.0,30.12,OVC:08 300,29.49,10.0,54.0,360.0,,7.0
2014-02-17 20,709.0,1816.0,30.14,26.0,58.0,0.0,,,3.0,29.0,30.13,OVC:08 300,29.5,10.0,50.0,10.0,,6.0
2014-02-17 21,709.0,1816.0,30.14,26.0,56.5,0.0,,-0.03,3.0,31.0,30.13,OVC:08 300,29.515,10.0,48.5,180.0,,5.5
2014-02-17 22,709.0,1816.0,30.13,28.0,52.0,0.0,,,,40.0,30.12,OVC:08 300,29.49,10.0,45.0,340.0,,8.0
2014-02-17 23,709.0,1816.0,30.11,28.0,50.0,0.0,,,8.0,43.0,30.1,OVC:08 300,29.47,10.0,43.0,360.0,,6.0
2014-02-18 00,709.0,1816.0,30.1,28.0,50.5,0.0,,0.03,8.0,42.0,30.095,OVC:08 300,29.48,10.0,43.5,350.0,,4.5
2014-02-18 01,709.0,1816.0,30.09,29.0,48.0,0.0,,,,48.0,30.08,OVC:08 300,29.45,10.0,41.0,0.0,,0.0
2014-02-18 02,709.0,1816.0,30.08,28.0,49.0,0.0,,,8.0,44.0,30.06,OVC:08 300,29.44,10.0,42.0,0.0,,0.0
2014-02-18 03,709.0,1816.0,30.05,29.0,48.0,0.0,,0.04,8.0,48.0,30.05,BKN:07 300,29.44,10.0,41.5,115.0,,3.0
2014-02-18 04,709.0,1816.0,30.04,30.0,46.0,0.0,,,,54.0,30.04,SCT:04 240 BKN:07 300,29.4,10.0,40.0,0.0,,0.0
2014-02-18 05,709.0,1816.0,30.03,31.0,44.0,0.0,,,6.0,60.0,30.02,SCT:04 250 BKN:07 300,29.39,10.0,39.0,0.0,,0.0
2014-02-18 06,709.0,1816.0,30.04,30.5,46.5,0.0,,0.04,6.0,54.0,30.025,BKN:07 210 BKN:07 300,29.41,10.0,40.5,0.0,,0.0
2014-02-18 07,709.0,1816.0,30.03,31.0,48.0,0.0,,,,52.0,30.02,FEW:02 210 SCT:04 280,29.39,10.0,42.0,160.0,,3.0
2014-02-18 08,709.0,1816.0,30.02,33.0,58.0,0.0,,,8.0,39.0,30.01,SCT:04 210 SCT:04 280,29.38,10.0,50.0,140.0,,7.0
2014-02-18 09,709.0,1816.0,30.02,32.5,61.5,0.0,,0.01,8.0,34.0,30.01,FEW:02 200,29.395,10.0,53.5,150.0,,8.0
2014-02-18 10,709.0,1816.0,30.0,37.0,69.0,0.0,,,,31.0,29.99,FEW:02 250,29.36,10.0,60.0,190.0,,16.0
2014-02-18 11,709.0,1816.0,29.97,44.0,73.0,0.0,,,8.0,35.0,29.96,FEW:02 200 SCT:04 250,29.33,10.0,63.0,200.0,,11.0
2014-02-18 12,709.0,1816.0,29.92,48.5,75.0,0.0,,0.05,8.0,39.0,29.93,FEW:02 200 BKN:07 250,29.32,10.0,65.0,205.0,,16.0
2014-02-18 13,709.0,1816.0,29.88,53.0,79.0,0.0,,,,41.0,29.87,FEW:02 80 BKN:07 250,29.24,10.0,68.0,190.0,,18.0
2014-02-18 14,709.0,1816.0,29.84,54.0,80.0,0.0,,,6.0,41.0,29.83,BKN:07 250,29.21,10.0,69.0,200.0,,20.0
2014-02-18 15,709.0,1816.0,29.83,55.0,80.5,0.0,,0.13,6.0,41.5,29.825,BKN:07 250,29.21,10.0,69.5,200.0,,19.0
2014-02-18 16,709.0,1816.0,29.84,55.0,80.0,0.0,,,,42.0,29.82,FEW:02 250,29.21,10.0,69.0,190.0,,20.0
2014-02-18 17,709.0,1816.0,29.82,56.0,77.0,0.0,,,8.0,48.0,29.81,CLR:00,29.18,10.0,67.0,180.0,,16.0
2014-02-18 18,708.0,1817.0,29.85,57.0,75.5,0.0,,0.01,8.0,52.5,29.82,CLR:00,29.21,10.0,66.0,175.0,,14.5
2014-02-18 19,708.0,1817.0,29.86,58.0,72.0,0.0,,,,61.0,29.85,CLR:00,29.22,10.0,64.0,170.0,,11.0
2014-02-18 20,708.0,1817.0,29.86,57.0,70.0,0.0,,,1.0,64.0,29.84,CLR:00,29.22,10.0,63.0,180.0,,11.0
2014-02-18 21,708.0,1817.0,29.88,56.5,67.5,0.0,,-0.03,1.0,68.5,29.85,CLR:00,29.245,10.0,61.5,175.0,,10.0
2014-02-18 22,708.0,1817.0,29.87,58.0,67.0,0.0,,,,73.0,29.85,CLR:00,29.24,10.0,62.0,180.0,,13.0
2014-02-18 23,708.0,1817.0,29.88,58.0,65.0,0.0,,,1.0,78.0,29.87,CLR:00,29.24,10.0,61.0,180.0,,9.0
2014-02-19 00,708.0,1817.0,29.88,57.5,64.5,0.0,,-0.02,1.0,78.0,29.865,SCT:04 250,29.255,10.0,60.5,175.0,,8.0
2014-02-19 01,708.0,1817.0,29.89,58.0,63.0,0.0,,,,84.0,29.88,FEW:02 250,29.25,9.0,60.0,180.0,,8.0
2014-02-19 02,708.0,1817.0,29.88,59.0,63.0,0.0,,,8.0,87.0,29.86,CLR:00,29.24,8.0,60.0,160.0,,8.0
2014-02-19 03,708.0,1817.0,29.88,59.5,63.0,0.0,,0.0,8.0,88.5,29.86,FEW:02 250,29.255,7.0,60.5,165.0,,9.0
2014-02-19 04,708.0,1817.0,29.87,58.6666666667,61.3333333333,0.0,BR:1 ||::BR:1 ||::BR:1 ||,,,91.0,29.86,FEW:02 8 SCT:04 250::BKN:07 8 BKN:07 250::BKN:07 8 BKN:07 250,29.24,5.0,59.6666666667,150.0,,6.66666666667
2014-02-19 05,708.0,1817.0,29.87,61.0,63.0,0.0,BR:1 ||::BR:1 ||,,6.0,93.0,29.85,OVC:08 5::OVC:08 5,29.24,2.5,62.0,180.0,,12.0
2014-02-19 06,708.0,1817.0,29.875,61.0,63.3333333333,0.0,BR:1 ||::BR:1 ||,0.01,6.0,92.0,29.855,OVC:08 4::OVC:08 4,29.2466666667,2.5,62.0,176.666666667,,11.0
2014-02-19 07,708.0,1817.0,29.8866666667,61.0,63.0,0.0,BR:1 ||::BR:1 ||::BR:1 |s |,,,93.0,29.87,OVC:08 4::OVC:08 4::OVC:08 4,29.2466666667,0.833333333333,62.0,170.0,,12.3333333333
2014-02-19 08,708.0,1817.0,29.91,61.0,63.0,,-DZ:01 BR:1 |s DZ:51 s |,,3.0,93.0,29.89,OVC:08 3,29.27,0.5,62.0,180.0,,11.0
2014-02-19 09,708.0,1817.0,29.9,61.0,63.0,,||DZ:51::-DZ:01 BR:1 |DZ:51 |::BR:1 ||,-0.04,3.0,93.0,29.885,OVC:08 3::OVC:08 3,29.2733333333,1.25,62.0,176.666666667,,14.0
2014-02-19 10,708.0,1817.0,29.8833333333,60.3333333333,64.3333333333,,-DZ:01 |DZ:51 |,,,86.3333333333,29.87,OVC:08 5::OVC:08 6::OVC:08 6,29.2433333333,2.41666666667,61.6666666667,180.0,24.0,17.6666666667
2014-02-19 11,708.0,1817.0,29.86,60.0,66.0,0.0,HZ:7 |FU:05 |HZ:05,,8.0,81.0,29.85,OVC:08 9,29.22,3.0,62.0,170.0,,15.0
2014-02-19 12,708.0,1817.0,29.835,60.0,66.3333333333,0.0,||HZ:05::HZ:7 |FU:05 |HZ:05,0.05,8.0,80.3333333333,29.83,OVC:08 11::OVC:08 12,29.2133333333,3.0,62.3333333333,170.0,,16.0
2014-02-19 13,708.0,1817.0,29.8,60.0,66.0,0.0,,,,81.0,29.78,OVC:08 13,29.16,7.0,62.0,170.0,28.0,20.0
2014-02-19 14,708.0,1817.0,29.77,60.0,67.0,0.0,,,6.0,79.0,29.75,OVC:08 14,29.13,9.0,63.0,170.0,,16.0
2014-02-19 15,708.0,1817.0,29.755,60.0,67.6666666667,0.0,,0.09,6.0,77.0,29.74,OVC:08 15::BKN:07 18 OVC:08 23,29.1366666667,8.0,63.0,173.333333333,24.5,17.0
2014-02-19 16,708.0,1817.0,29.72,60.0,70.0,0.0,,,,71.0,29.7,SCT:04 26 BKN:07 29,29.09,10.0,64.0,170.0,24.0,20.0
2014-02-19 17,708.0,1817.0,29.7,59.5,70.0,0.0,,,6.0,69.5,29.69,SCT:04 28 BKN:07 31 BKN:07 250::FEW:02 29 BKN:07 31 BKN:07 250,29.07,10.0,63.5,180.0,26.0,15.0
2014-02-19 18,707.0,1818.0,29.69,59.5,69.5,0.0,,0.06,6.0,70.5,29.685,FEW:02 32 BKN:07 200,29.075,10.0,63.0,175.0,,12.5
2014-02-19 19,707.0,1818.0,29.68,59.0,68.0,0.0,,,,73.0,29.67,BKN:07 200,29.05,10.0,62.0,170.0,,9.0
2014-02-19 20,707.0,1818.0,29.68,59.0,65.0,0.0,,,6.0,81.0,29.67,BKN:07 250,29.05,9.0,61.0,160.0,,6.0
2014-02-19 21,707.0,1818.0,29.66,59.0,67.0,0.0,,0.02,6.0,75.5,29.655,BKN:07 250,29.05,10.0,62.0,165.0,30.0,14.0
2014-02-19 22,707.0,1818.0,29.63,60.0,68.0,0.0,,,,76.0,29.62,FEW:02 15 BKN:07 250,29.0,10.0,63.0,180.0,34.0,23.0
2014-02-19 23,707.0,1818.0,29.62,60.0,67.0,0.0,,,6.0,79.0,29.61,SCT:04 19 BKN:07 250,28.99,10.0,63.0,180.0,33.0,23.0
2014-02-20 00,707.0,1818.0,29.63,60.0,67.6666666667,0.0,,0.06,6.0,77.0,29.61,BKN:07 19 OVC:08 250::OVC:08 17,29.0033333333,10.0,63.0,186.666666667,36.0,25.0
2014-02-20 01,707.0,1818.0,29.62,60.0,67.0,0.0,,,,79.0,29.6,OVC:08 17,28.99,10.0,63.0,190.0,40.0,26.0
2014-02-20 02,707.0,1818.0,29.62,60.0,68.0,0.0,,,8.0,76.0,29.6,OVC:08 18,28.99,10.0,63.0,190.0,,24.0
2014-02-20 03,707.0,1818.0,29.6,60.0,68.0,0.0,,0.01,8.0,76.0,29.59,BKN:07 23,28.99,10.0,63.0,190.0,31.0,23.0
2014-02-20 04,707.0,1818.0,29.61,60.0,67.0,0.0,,,,79.0,29.59,OVC:08 21,28.98,10.0,63.0,190.0,30.0,21.0
2014-02-20 05,707.0,1818.0,29.62,59.0,66.0,0.0,,,3.0,78.0,29.6,OVC:08 18,28.99,10.0,62.0,190.0,,22.0
2014-02-20 06,707.0,1818.0,29.65,59.0,66.5,0.0,,-0.01,3.0,77.0,29.615,BKN:07 18 OVC:08 250,29.015,10.0,62.0,195.0,29.0,21.5
2014-02-20 07,707.0,1818.0,29.69,60.0,67.0,0.0,,,,79.0,29.67,BKN:07 20 BKN:07 29 OVC:08 250,29.06,10.0,63.0,210.0,,18.0
2014-02-20 08,707.0,1818.0,29.705,60.5,68.5,0.0,,,3.0,76.0,29.71,SCT:04 20 BKN:07 180 OVC:08 250::FEW:02 20 BKN:07 210 OVC:08 250,29.075,10.0,63.5,215.0,,18.0
2014-02-20 09,707.0,1818.0,29.75,60.5,70.0,0.0,,-0.1,3.0,72.0,29.72,FEW:02 20 SCT:04 190 BKN:07 250,29.115,10.0,64.0,230.0,23.0,16.5
2014-02-20 10,707.0,1818.0,29.79,39.0,73.0,0.0,,,,29.0,29.77,SCT:04 180 BKN:07 250,29.16,10.0,64.0,330.0,34.0,28.0
2014-02-20 11,707.0,1818.0,29.825,33.5,71.0,0.0,DU:5 ||DU:07::DU:5 ||DU:07,,3.0,25.0,29.83,SCT:04 180 BKN:07 250::FEW:02 180 SCT:04 250,29.195,6.0,62.5,325.0,35.5,26.5
2014-02-20 12,707.0,1818.0,29.88,34.5,68.5,0.0,,-0.12,3.0,28.5,29.845,SCT:04 250,29.235,8.0,59.5,320.0,34.0,25.5
2014-02-20 13,707.0,1818.0,29.88,34.0,67.0,0.0,,,,30.0,29.87,FEW:02 250,29.24,10.0,58.0,320.0,30.0,22.0
2014-02-20 14,707.0,1818.0,29.9,32.0,66.0,0.0,,,1.0,28.0,29.88,FEW:02 250,29.26,10.0,58.0,320.0,30.0,21.0
2014-02-20 15,707.0,1818.0,29.92,31.5,65.5,0.0,,-0.05,1.0,28.0,29.89,FEW:02 250,29.285,10.0,57.5,325.0,28.0,18.5
2014-02-20 16,707.0,1818.0,29.95,30.0,63.0,0.0,,,,29.0,29.93,FEW:02 250,29.31,10.0,55.0,320.0,30.0,23.0
2014-02-20 17,707.0,1818.0,29.98,28.0,60.0,0.0,,,3.0,30.0,29.97,FEW:02 250,29.34,10.0,52.0,320.0,,17.0
2014-02-20 18,705.0,1819.0,30.03,29.0,58.5,0.0,,-0.09,3.0,33.0,29.995,FEW:02 250,29.38,10.0,50.5,320.0,,14.0
2014-02-20 19,705.0,1819.0,30.07,25.0,56.0,0.0,,,,30.0,30.05,CLR:00,29.43,10.0,48.0,330.0,,15.0
2014-02-20 20,705.0,1819.0,30.08,22.0,52.0,0.0,,,1.0,31.0,30.07,CLR:00,29.44,10.0,45.0,330.0,,9.0
2014-02-20 21,705.0,1819.0,30.09,21.5,52.0,0.0,,-0.1,1.0,30.5,30.075,CLR:00,29.46,10.0,45.0,325.0,,9.0
2014-02-20 22,705.0,1819.0,30.1,21.0,51.0,0.0,,,,31.0,30.09,CLR:00,29.46,10.0,44.0,300.0,,7.0
2014-02-20 23,705.0,1819.0,30.1,22.0,45.0,0.0,,,1.0,40.0,30.1,CLR:00,29.46,10.0,38.0,320.0,,8.0
2014-02-21 00,705.0,1819.0,30.11,22.5,44.5,0.0,,-0.02,1.0,41.5,30.105,CLR:00,29.48,10.0,38.0,340.0,,7.5
2014-02-21 01,705.0,1819.0,30.11,25.0,42.0,0.0,,,,51.0,30.1,CLR:00,29.47,10.0,36.0,330.0,,8.0
2014-02-21 02,705.0,1819.0,30.09,23.0,40.0,0.0,,0.01,8.0,51.0,30.09,CLR:00,29.45,10.0,34.0,330.0,,8.0
2014-02-21 03,705.0,1819.0,30.09,22.5,39.5,0.0,,0.01,8.0,50.5,30.09,CLR:00,29.465,10.0,34.0,330.0,,7.0
2014-02-21 04,705.0,1819.0,30.11,23.0,37.0,0.0,,,,57.0,30.11,CLR:00,29.47,10.0,32.0,0.0,,0.0
2014-02-21 05,705.0,1819.0,30.13,25.0,37.0,0.0,,-0.04,3.0,62.0,30.13,CLR:00,29.49,10.0,33.0,210.0,,8.0
2014-02-21 06,705.0,1819.0,30.15,25.0,39.0,0.0,,-0.04,3.0,57.5,30.135,FEW:02 250,29.515,10.0,34.5,225.0,,7.5
2014-02-21 07,705.0,1819.0,30.16,28.0,37.0,0.0,,,,70.0,30.16,FEW:02 250,29.52,10.0,33.0,220.0,,5.0
2014-02-21 08,705.0,1819.0,30.18,27.0,48.0,0.0,,-0.04,3.0,44.0,30.17,FEW:02 250,29.54,10.0,41.0,210.0,,8.0
2014-02-21 09,705.0,1819.0,30.16,22.0,51.5,0.0,,-0.04,3.0,33.0,30.165,FEW:02 250,29.545,10.0,45.0,180.0,,9.0
2014-02-21 10,705.0,1819.0,30.15,16.0,59.0,0.0,,,,18.0,30.14,FEW:02 250,29.51,10.0,54.0,170.0,,11.0
2014-02-21 11,705.0,1819.0,30.12,17.0,61.0,0.0,,,8.0,18.0,30.12,FEW:02 250,29.48,10.0,56.0,200.0,,16.0
2014-02-21 12,705.0,1819.0,30.09,18.5,62.0,0.0,,0.05,8.0,18.5,30.105,BKN:07 250,29.48,10.0,56.5,190.0,21.0,15.5
2014-02-21 13,705.0,1819.0,30.05,20.0,65.0,0.0,,,,18.0,30.04,BKN:07 250,29.41,10.0,60.0,,22.0,13.0
2014-02-21 14,705.0,1819.0,30.02,21.0,66.0,0.0,,,6.0,18.0,30.02,SCT:04 250,29.38,10.0,61.0,200.0,,15.0
2014-02-21 15,705.0,1819.0,30.01,21.0,66.0,0.0,,0.1,6.0,18.0,30.01,BKN:07 250,29.39,10.0,61.0,200.0,31.0,16.5
2014-02-21 16,705.0,1819.0,29.99,21.0,65.0,0.0,,,,19.0,29.99,SCT:04 250 SCT:04 300,29.35,10.0,59.0,170.0,,17.0
2014-02-21 17,705.0,1819.0,29.99,23.0,62.0,0.0,,,6.0,22.0,29.99,SCT:04 250 SCT:04 300,29.35,10.0,55.0,170.0,,14.0
2014-02-21 18,704.0,1819.0,29.99,23.5,60.5,0.0,,0.04,6.0,24.0,29.99,BKN:07 250 BKN:07 300,29.365,10.0,53.5,170.0,,12.0
2014-02-21 19,704.0,1819.0,30.0,26.0,54.0,0.0,,,,34.0,30.0,SCT:04 250,29.36,10.0,46.0,150.0,,10.0
2014-02-21 20,704.0,1819.0,30.01,28.0,54.0,0.0,,,3.0,37.0,30.01,BKN:07 250,29.37,10.0,46.0,160.0,,9.0
2014-02-21 21,704.0,1819.0,30.01,28.0,55.0,0.0,,-0.02,3.0,35.5,30.01,FEW:02 180 BKN:07 250,29.385,10.0,47.0,165.0,,10.0
2014-02-21 22,704.0,1819.0,30.01,29.0,54.0,0.0,,,,38.0,30.0,BKN:07 220 BKN:07 270,29.37,10.0,46.0,170.0,,9.0
2014-02-21 23,704.0,1819.0,30.01,29.0,56.0,0.0,,,8.0,36.0,30.0,BKN:07 220 BKN:07 270,29.37,10.0,48.0,170.0,,10.0
2014-02-22 00,704.0,1819.0,30.0,29.5,56.0,0.0,,0.0,8.0,36.5,29.995,BKN:07 250,29.38,10.0,48.0,175.0,,10.5
2014-02-22 01,704.0,1819.0,29.99,31.0,56.0,0.0,,,,39.0,29.98,BKN:07 250,29.35,10.0,48.0,180.0,,14.0
2014-02-22 02,704.0,1819.0,29.98,30.0,55.0,0.0,,,8.0,38.0,29.96,OVC:08 250,29.34,10.0,47.0,190.0,,20.0
2014-02-22 03,704.0,1819.0,29.98,29.5,54.0,0.0,,0.03,8.0,39.0,29.96,OVC:08 250,29.355,10.0,46.0,190.0,,18.0
2014-02-22 04,704.0,1819.0,29.98,30.0,51.0,0.0,,,,44.0,29.97,BKN:07 250,29.34,10.0,44.0,190.0,,15.0
2014-02-22 05,704.0,1819.0,29.98,29.0,50.0,0.0,,,3.0,44.0,29.97,SCT:04 160 BKN:07 250,29.34,10.0,43.0,180.0,,14.0
2014-02-22 06,704.0,1819.0,29.98,29.0,49.0,0.0,,-0.01,3.0,46.0,29.975,FEW:02 160 BKN:07 250,29.355,10.0,42.0,180.0,,12.5
2014-02-22 07,704.0,1819.0,29.98,30.0,50.0,0.0,,,,46.0,29.97,FEW:02 160 BKN:07 300,29.34,10.0,43.0,180.0,,11.0
2014-02-22 08,704.0,1819.0,29.98,36.0,56.0,0.0,,,5.0,47.0,29.97,BKN:07 300,29.34,10.0,48.0,190.0,,18.0
2014-02-22 09,704.0,1819.0,29.98,38.5,58.0,0.0,,0.0,5.0,48.5,29.97,BKN:07 300,29.355,10.0,50.0,190.0,,17.0
2014-02-22 10,704.0,1819.0,29.97,43.0,64.0,0.0,,,,46.0,29.96,SCT:04 300,29.33,10.0,55.0,190.0,,17.0
2014-02-22 11,704.0,1819.0,29.93,44.0,68.0,0.0,,,8.0,42.0,29.92,SCT:04 300,29.29,10.0,59.0,180.0,,22.0
2014-02-22 12,704.0,1819.0,29.89,45.0,69.5,0.0,,0.05,8.0,41.5,29.895,FEW:02 300,29.285,10.0,60.0,180.0,,21.0
2014-02-22 13,704.0,1819.0,29.85,46.0,73.0,0.0,,,,38.0,29.83,FEW:02 300,29.21,10.0,63.0,210.0,,17.0
2014-02-22 14,704.0,1819.0,29.83,47.0,74.0,0.0,,,6.0,38.0,29.81,SCT:04 300,29.19,10.0,64.0,180.0,,18.0
2014-02-22 15,704.0,1819.0,29.81,46.5,74.5,0.0,,0.1,6.0,37.0,29.8,SCT:04 300,29.2,10.0,64.5,200.0,28.0,20.5
2014-02-22 16,704.0,1819.0,29.8,45.0,73.0,0.0,,,,37.0,29.79,SCT:04 300,29.16,10.0,63.0,190.0,26.0,21.0
2014-02-22 17,704.0,1819.0,29.81,45.0,71.0,0.0,,,5.0,39.0,29.79,BKN:07 270 BKN:07 300,29.18,10.0,61.0,170.0,,15.0
2014-02-22 18,703.0,1820.0,29.82,45.0,70.0,0.0,,0.02,5.0,40.5,29.8,BKN:07 270,29.19,10.0,60.5,170.0,,12.5
2014-02-22 19,703.0,1820.0,29.83,46.0,67.0,0.0,,,,47.0,29.83,BKN:07 270,29.19,10.0,58.0,160.0,,9.0
2014-02-22 20,703.0,1820.0,29.85,48.0,65.0,0.0,,,3.0,54.0,29.84,BKN:07 270,29.21,10.0,57.0,170.0,,10.0
2014-02-22 21,703.0,1820.0,29.86,49.0,65.0,0.0,,-0.05,3.0,56.5,29.845,BKN:07 270,29.23,10.0,57.0,170.0,,12.0
2014-02-22 22,703.0,1820.0,29.87,51.0,64.0,0.0,,,,63.0,29.85,FEW:02 220 BKN:07 270,29.24,10.0,57.0,170.0,,13.0
2014-02-22 23,703.0,1820.0,29.87,52.0,62.0,0.0,,-0.01,0.0,70.0,29.85,FEW:02 220 BKN:07 270,29.24,10.0,56.0,180.0,,11.0
2014-02-23 00,703.0,1820.0,29.86,52.5,62.0,0.0,,0.01,,71.5,29.85,BKN:07 270,29.24,10.0,56.5,175.0,,12.5
2014-02-23 01,703.0,1820.0,29.86,54.0,60.0,0.0,,,,80.0,29.85,BKN:07 270,29.22,10.0,56.0,170.0,,15.0
2014-02-23 02,703.0,1820.0,29.85,54.0,59.0,0.0,,0.01,8.0,83.0,29.83,SCT:04 270,29.21,10.0,56.0,170.0,,13.0
2014-02-23 03,703.0,1820.0,29.86,53.0,57.0,0.0,,0.01,8.0,86.5,29.84,SCT:04 270,29.23,10.0,54.5,175.0,,10.0
2014-02-23 04,703.0,1820.0,29.87,51.0,53.0,0.0,,,,93.0,29.86,BKN:07 270,29.24,10.0,52.0,190.0,,10.0
2014-02-23 05,703.0,1820.0,29.88,53.0,56.0,0.0,,-0.03,1.0,90.0,29.86,BKN:07 270,29.24,9.0,54.0,180.0,,9.0
2014-02-23 06,703.0,1820.0,29.88,53.0,56.0,0.0,,-0.03,1.0,90.0,29.865,BKN:07 250 OVC:08 300,29.255,7.0,54.0,185.0,,9.0
2014-02-23 07,703.0,1820.0,29.9,55.0,57.0,0.0,BR:1 ||,,,93.0,29.89,BKN:07 250 OVC:08 300,29.26,6.0,56.0,200.0,,10.0
2014-02-23 08,703.0,1820.0,29.93,57.0,62.0,0.0,,-0.05,3.0,84.0,29.92,BKN:07 250 OVC:08 300,29.29,10.0,59.0,200.0,,10.0
2014-02-23 09,703.0,1820.0,29.96,56.5,63.0,0.0,,-0.05,3.0,79.5,29.93,FEW:02 15 BKN:07 240 OVC:08 300,29.32,10.0,59.0,210.0,,10.5
2014-02-23 10,703.0,1820.0,29.97,55.0,66.0,0.0,,,,68.0,29.96,BKN:07 20 OVC:08 240::SCT:04 20 BKN:07 230 OVC:08 300::SCT:04 20 BKN:07 230 OVC:08 300,29.33,10.0,60.0,273.333333333,,9.0
2014-02-23 11,703.0,1820.0,29.99,43.0,68.0,0.0,,-0.05,1.0,40.0,29.97,SCT:04 230 BKN:07 300,29.35,10.0,59.0,320.0,,13.0
2014-02-23 12,703.0,1820.0,29.98,45.5,68.5,0.0,,-0.05,1.0,43.5,29.97,FEW:02 230 BKN:07 300,29.36,10.0,59.5,320.0,,14.5
2014-02-23 13,703.0,1820.0,29.98,50.0,70.0,0.0,,,,49.0,29.97,FEW:02 240 SCT:04 300,29.34,10.0,61.0,360.0,,13.0
2014-02-23 14,703.0,1820.0,29.99,48.0,69.0,0.0,,-0.01,3.0,47.0,29.98,FEW:02 240 BKN:07 300,29.35,10.0,60.0,10.0,,16.0
2014-02-23 15,703.0,1820.0,30.0,47.0,68.0,0.0,,-0.01,3.0,47.0,29.985,SCT:04 240 BKN:07 300,29.37,10.0,59.0,10.0,,16.0
2014-02-23 16,703.0,1820.0,30.03,44.0,63.0,0.0,,,,50.0,30.02,SCT:04 240 BKN:07 300,29.39,10.0,55.0,10.0,,18.0
2014-02-23 17,703.0,1820.0,30.04,45.0,59.0,0.0,,-0.05,3.0,60.0,30.03,SCT:04 240 BKN:07 300,29.4,10.0,52.0,10.0,,17.0
2014-02-23 18,702.0,1821.0,30.07,44.0,57.5,0.0,,-0.05,3.0,61.0,30.045,SCT:04 26 BKN:07 240 BKN:07 300,29.43,10.0,51.0,10.0,,17.0
2014-02-23 19,702.0,1821.0,30.09,41.0,54.0,0.0,,,,62.0,30.08,FEW:02 26 SCT:04 240 BKN:07 300,29.45,10.0,48.0,10.0,,20.0
2014-02-23 20,702.0,1821.0,30.11,40.0,52.0,0.0,,-0.07,1.0,64.0,30.1,SCT:04 250,29.47,10.0,46.0,40.0,,10.0
