DATE_HOUR,DAILYSUNRISE,DAILYSUNSET,HOURLYALTIMETERSETTING,HOURLYDEWPOINTTEMPF,HOURLYDRYBULBTEMPF,HOURLYPRECIP,HOURLYPRESENTWEATHERTYPE,HOURLYPRESSURECHANGE,HOURLYPRESSURETENDENCY,HOURLYRELATIVEHUMIDITY,HOURLYSEALEVELPRESSURE,HOURLYSKYCONDITIONS,HOURLYSTATIONPRESSURE,HOURLYVISIBILITY,HOURLYWETBULBTEMPF,HOURLYWINDDIRECTION,HOURLYWINDGUSTSPEED,HOURLYWINDSPEED
2014-09-01 07,606.0,1909.0,30.0,72.0,75.5,0.0,-1,,,88.5,29.99,2,29.47,8.0,73.0,195.0,,9.5
2014-09-01 08,606.0,1909.0,30.01,72.75,75.0,0.156666666667,0,,,93.0,30.0,3,29.48,4.0,73.0,210.0,,7.5
2014-09-01 09,606.0,1909.0,30.01,74.0,78.0,,-1,,5.0,87.0,29.99,2,29.48,10.0,75.0,210.0,18.0,11.0
2014-09-01 10,606.0,1909.0,29.98,73.0,81.0,0.0,-1,,,78.0,29.96,2,29.45,10.0,75.0,210.0,21.0,13.5
2014-09-01 11,606.0,1909.0,29.96,72.0,84.0,0.0,-1,,,67.0,29.94,2,29.43,10.0,76.0,220.0,22.0,15.0
2014-09-01 12,606.0,1909.0,29.95,72.0,75.0,0.22,0,,6.0,90.0,29.94,3,29.42,3.0,73.0,220.0,24.0,8.0
2014-09-01 13,606.0,1909.0,29.93,75.0,82.0,,-1,,,79.0,29.92,1,29.4,10.0,77.0,190.0,,8.0
2014-09-01 14,606.0,1909.0,29.92,71.0,86.0,0.0,-1,,,61.0,29.91,1,29.39,10.0,77.0,210.0,21.0,11.0
2014-09-01 15,606.0,1909.0,29.91,71.0,87.0,0.0,-1,,6.0,59.0,29.9,1,29.38,10.0,77.0,220.0,23.0,20.0
2014-09-01 16,606.0,1909.0,29.91,72.0,84.0,0.0,-1,,,67.0,29.9,1,29.38,10.0,76.0,200.0,22.0,16.0
2014-09-01 17,606.0,1909.0,29.92,72.0,82.0,0.0,-1,,,72.0,29.91,2,29.39,10.0,75.0,200.0,,9.0
2014-09-01 18,606.0,1909.0,29.93,72.0,82.0,0.0,-1,,3.0,72.0,29.91,1,29.4,10.0,75.0,210.0,,11.0
2014-09-01 19,607.0,1907.0,29.93,72.0,79.0,0.0,-1,,,79.0,29.92,1,29.4,10.0,74.0,200.0,,9.0
2014-09-01 20,607.0,1907.0,29.94,70.0,78.0,0.0,-1,,,76.0,29.93,0,29.41,10.0,72.0,200.0,,8.0
2014-09-01 21,607.0,1907.0,29.95,70.0,77.0,0.0,-1,,3.0,79.0,29.94,0,29.42,10.0,72.0,220.0,,9.0
2014-09-01 22,607.0,1907.0,29.96,70.0,77.0,0.0,-1,,,79.0,29.95,0,29.43,10.0,72.0,220.0,,9.0
2014-09-01 23,607.0,1907.0,29.96,71.0,76.0,0.0,-1,,,85.0,29.95,0,29.43,10.0,72.0,220.0,,9.0
2014-09-02 00,607.0,1907.0,29.96,71.0,75.0,0.0,-1,,0.0,88.0,29.95,0,29.43,10.0,72.0,210.0,,7.0
2014-09-02 01,607.0,1907.0,29.96,71.0,76.0,0.0,-1,,,85.0,29.95,1,29.43,10.0,72.0,230.0,,7.0
2014-09-02 02,607.0,1907.0,29.96,71.0,76.0,0.0,-1,,,85.0,29.94,4,29.43,10.0,72.0,230.0,,8.0
2014-09-02 03,607.0,1907.0,29.95,71.0,76.0,0.0,-1,,8.0,85.0,29.94,4,29.42,10.0,72.0,220.0,,7.0
2014-09-02 04,607.0,1907.0,29.96,71.0,77.0,0.0,-1,,,82.0,29.94,3,29.43,10.0,73.0,200.0,,6.0
2014-09-02 05,607.0,1907.0,29.98,64.0,73.0,0.0,3,,,74.0,29.97,2,29.45,10.0,67.0,360.0,28.0,18.0
2014-09-02 06,607.0,1907.0,30.006,64.8,68.4,0.1625,0,,3.0,88.4,29.99,4,29.476,8.4,66.2,192.5,27.0,10.8
2014-09-02 07,607.0,1907.0,29.9875,65.0,66.5,0.185,0,,,94.5,29.96,2,29.4575,7.25,65.5,115.0,,5.75
2014-09-02 08,607.0,1907.0,29.96,67.0,68.0,,0,,,96.0,29.96,3,29.43,10.0,67.0,190.0,,5.5
2014-09-02 09,607.0,1907.0,29.965,67.5,69.5,0.01,0,,6.0,93.0,29.95,1,29.435,10.0,68.5,190.0,,10.0
2014-09-02 10,607.0,1907.0,29.97,69.0,75.0,0.0,-1,,,82.0,29.96,2,29.44,10.0,71.0,260.0,,11.0
2014-09-02 11,607.0,1907.0,29.96,69.0,80.0,0.0,-1,,,69.0,29.94,2,29.43,10.0,73.0,230.0,,13.0
2014-09-02 12,607.0,1907.0,29.96,68.0,80.0,,-1,,1.0,67.0,29.95,4,29.43,10.0,72.0,240.0,20.0,15.0
2014-09-02 13,607.0,1907.0,29.96,71.0,79.0,0.01,-1,,,77.0,29.95,1,29.43,10.0,73.0,250.0,,9.0
2014-09-02 14,607.0,1907.0,29.94,68.0,80.0,0.0,-1,,,67.0,29.93,3,29.41,10.0,72.0,250.0,,9.0
2014-09-02 15,607.0,1907.0,29.94,71.0,73.0,0.14,0,,5.0,94.0,29.93,1,29.41,9.0,71.0,210.0,,5.0
2014-09-02 16,607.0,1907.0,29.94,72.0,74.0,,-1,,,94.0,29.93,1,29.41,10.0,72.0,150.0,,3.0
2014-09-02 17,607.0,1907.0,29.92,71.0,76.0,0.0,-1,,,85.0,29.91,1,29.39,10.0,72.0,170.0,,3.0
2014-09-02 18,607.0,1907.0,29.95,72.0,73.0,0.0,-1,,3.0,96.0,29.94,0,29.42,10.0,72.0,140.0,,3.0
2014-09-02 19,608.0,1905.0,29.96,70.0,71.0,0.0,-1,,,96.0,29.96,0,29.43,10.0,70.0,0.0,,0.0
2014-09-02 20,608.0,1905.0,29.97,69.5,70.0,0.0,5,,,98.0,29.97,0,29.44,8.5,69.5,0.0,,0.0
2014-09-02 21,608.0,1905.0,29.992,68.0,68.4,0.0,5,,3.0,98.8,29.99,0,29.462,0.75,68.2,82.0,,1.2
2014-09-02 22,608.0,1905.0,30.01,66.3333333333,66.3333333333,0.0,1,,,100.0,30.0,3,29.48,1.0,66.3333333333,180.0,,3.0
2014-09-02 23,608.0,1905.0,30.015,67.0,67.0,0.0,5,,,100.0,30.01,-1,29.485,0.25,67.0,0.0,,0.0
2014-09-03 00,608.0,1905.0,30.02,68.0,68.0,,5,,3.0,100.0,30.01,-1,29.49,0.333333333333,68.0,16.6666666667,,1.0
2014-09-03 01,608.0,1905.0,30.02,69.0,69.0,0.0,5,,,100.0,30.01,-1,29.49,0.25,69.0,0.0,,0.0
2014-09-03 02,608.0,1905.0,30.02,69.0,69.0,0.0,5,,,100.0,30.01,-1,29.49,0.25,69.0,0.0,,0.0
2014-09-03 03,608.0,1905.0,30.03,69.0,69.0,0.0,5,,3.0,100.0,30.02,-1,29.5,0.25,69.0,0.0,,0.0
2014-09-03 04,608.0,1905.0,30.03,69.0,69.0,0.0,5,,,100.0,30.03,-1,29.5,0.625,69.0,0.0,,0.0
2014-09-03 05,608.0,1905.0,30.045,69.0,69.0,0.0,5,,,100.0,30.04,-1,29.515,0.25,69.0,0.0,,0.0
2014-09-03 06,608.0,1905.0,30.07,68.5,68.5,0.0,5,,3.0,100.0,30.08,-1,29.54,0.75,68.5,0.0,,0.0
2014-09-03 07,608.0,1905.0,30.09,69.0,69.0,0.0,1,,,100.0,30.08,4,29.56,1.35,69.0,16.0,,1.2
2014-09-03 08,608.0,1905.0,30.09,69.5,71.5,0.0,1,,,94.0,30.08,4,29.56,1.5,69.5,75.0,,3.0
2014-09-03 09,608.0,1905.0,30.0966666667,69.3333333333,73.3333333333,0.0,1,,1.0,87.6666666667,30.09,1,29.5666666667,5.33333333333,70.6666666667,30.0,,2.0
2014-09-03 10,608.0,1905.0,30.09,68.0,78.0,0.0,-1,,,71.0,30.08,2,29.56,10.0,71.0,90.0,,3.0
2014-09-03 11,608.0,1905.0,30.0766666667,67.6666666667,79.6666666667,0.0,-1,,,66.6666666667,30.06,3,29.5466666667,10.0,72.0,35.0,,3.0
2014-09-03 12,608.0,1905.0,30.07,67.0,82.0,0.0,-1,,6.0,60.0,30.06,1,29.54,10.0,73.0,170.0,,6.0
2014-09-03 13,608.0,1905.0,30.06,63.0,83.0,0.0,-1,,,51.0,30.05,2,29.53,10.0,73.0,210.0,,5.0
2014-09-03 14,608.0,1905.0,30.05,64.0,83.0,0.0,-1,,,53.0,30.04,2,29.52,10.0,73.0,190.0,,6.0
2014-09-03 15,608.0,1905.0,30.04,62.0,84.0,0.0,-1,,8.0,48.0,30.03,2,29.51,10.0,73.0,190.0,,6.0
2014-09-03 16,608.0,1905.0,30.04,64.0,82.0,0.0,-1,,,55.0,30.03,2,29.51,10.0,72.0,150.0,,3.0
2014-09-03 17,608.0,1905.0,30.04,67.0,81.0,0.0,-1,,,62.0,30.03,0,29.51,10.0,72.0,0.0,,0.0
2014-09-03 18,608.0,1905.0,30.03,68.0,75.0,0.0,-1,,8.0,79.0,30.02,1,29.5,10.0,70.0,0.0,,0.0
2014-09-03 19,609.0,1904.0,30.05,66.0,68.0,0.0,-1,,,93.0,30.04,0,29.52,10.0,67.0,0.0,,0.0
2014-09-03 20,609.0,1904.0,30.07,65.0,67.0,0.0,-1,,,93.0,30.06,0,29.54,9.0,66.0,0.0,,0.0
2014-09-03 21,609.0,1904.0,30.09,65.0,66.0,0.0,-1,,1.0,96.0,30.08,0,29.56,7.0,65.0,0.0,,0.0
2014-09-03 22,609.0,1904.0,30.1,65.0,66.0,0.0,1,,,96.0,30.09,0,29.57,5.0,65.0,0.0,,0.0
2014-09-03 23,609.0,1904.0,30.1,64.0,64.5,0.0,1,,,98.5,30.09,0,29.57,1.75,64.0,0.0,,0.0
2014-09-04 00,609.0,1904.0,30.1,63.75,64.0,0.0,1,,1.0,99.0,30.09,0,29.57,2.375,63.75,0.0,,0.0
2014-09-04 01,609.0,1904.0,30.094,63.6,64.2,0.0,1,,,98.0,30.08,0,29.564,2.1,63.6,0.0,,0.0
2014-09-04 02,609.0,1904.0,30.094,62.8,63.8,0.0,1,,,95.8,30.09,0,29.564,2.3,62.8,12.0,,0.6
2014-09-04 03,609.0,1904.0,30.0983333333,62.5,63.5,0.0,1,,3.0,96.5,30.09,3,29.5683333333,2.625,62.5,0.0,,0.0
2014-09-04 04,609.0,1904.0,30.09,64.3333333333,64.6666666667,0.0,5,,,99.0,30.09,4,29.56,0.666666666667,64.3333333333,0.0,,0.0
2014-09-04 05,609.0,1904.0,30.09,64.0,64.0,0.0,5,,,100.0,30.08,-1,29.56,0.25,64.0,0.0,,0.0
2014-09-04 06,609.0,1904.0,30.09,64.0,64.0,0.0,5,,5.0,100.0,30.08,-1,29.56,0.0,64.0,0.0,,0.0
2014-09-04 07,609.0,1904.0,30.11,67.0,67.0,0.0,5,,,100.0,30.1,-1,29.58,0.25,67.0,0.0,,0.0
2014-09-04 08,609.0,1904.0,30.1075,68.75,69.75,0.0,1,,,97.0,30.11,0,29.5775,2.875,68.75,0.0,,0.0
2014-09-04 09,609.0,1904.0,30.13,71.0,79.0,0.0,-1,,1.0,77.0,30.12,0,29.6,10.0,73.0,180.0,,3.0
2014-09-04 10,609.0,1904.0,30.13,71.0,82.0,0.0,-1,,,69.0,30.12,0,29.6,10.0,75.0,160.0,,3.0
2014-09-04 11,609.0,1904.0,30.11,71.0,84.0,0.0,-1,,,65.0,30.1,3,29.58,10.0,76.0,,,
2014-09-04 12,609.0,1904.0,30.09,71.0,86.0,0.0,-1,,8.0,61.0,30.08,0,29.56,10.0,77.0,140.0,,5.0
2014-09-04 13,609.0,1904.0,30.09,70.0,88.0,0.0,-1,,,55.0,30.07,1,29.56,10.0,77.0,210.0,,8.0
2014-09-04 14,609.0,1904.0,30.07,67.0,88.0,0.0,-1,,,50.0,30.06,2,29.54,10.0,77.0,,,7.0
2014-09-04 15,609.0,1904.0,30.06,68.0,89.0,0.0,-1,,8.0,50.0,30.05,2,29.53,10.0,78.0,280.0,,6.0
2014-09-04 16,609.0,1904.0,30.05,69.0,87.0,0.0,-1,,,55.0,30.04,0,29.52,10.0,77.0,190.0,,8.0
2014-09-04 17,609.0,1904.0,30.045,69.0,86.5,0.0,-1,,,56.0,30.04,0,29.515,10.0,76.5,210.0,,4.0
2014-09-04 18,609.0,1904.0,30.05,70.0,81.0,0.0,-1,0.01,5.0,69.0,30.04,0,29.52,10.0,74.0,0.0,,0.0
2014-09-04 19,610.0,1902.0,30.07,71.0,75.0,0.0,-1,,,88.0,30.06,0,29.54,10.0,72.0,0.0,,0.0
2014-09-04 20,610.0,1902.0,30.09,70.0,74.0,0.0,-1,,,88.0,30.09,0,29.56,10.0,71.0,0.0,,0.0
2014-09-04 21,610.0,1902.0,30.12,70.0,73.0,0.0,-1,-0.06,3.0,90.0,30.11,0,29.59,10.0,71.0,0.0,,0.0
2014-09-04 22,610.0,1902.0,30.12,69.0,71.0,0.0,-1,,,94.0,30.1,0,29.59,10.0,69.0,0.0,,0.0
2014-09-04 23,610.0,1902.0,30.11,69.0,70.0,0.0,-1,,,97.0,30.1,0,29.58,10.0,69.0,0.0,,0.0
2014-09-05 00,610.0,1902.0,30.11,70.0,71.0,0.0,-1,0.0,6.0,96.0,30.1,0,29.58,10.0,70.0,0.0,,0.0
2014-09-05 01,610.0,1902.0,30.1,70.0,71.0,0.0,-1,,,96.0,30.09,0,29.57,9.0,70.0,0.0,,0.0
2014-09-05 02,610.0,1902.0,30.1,70.0,70.0,0.0,-1,,,100.0,30.08,0,29.57,9.0,70.0,0.0,,0.0
2014-09-05 03,610.0,1902.0,30.1,69.0,70.0,0.0,-1,0.01,5.0,97.0,30.09,0,29.57,9.0,69.0,0.0,,0.0
2014-09-05 04,610.0,1902.0,30.105,67.25,68.5,0.0,1,,,96.25,30.09,1,29.575,2.25,67.75,0.0,,0.0
2014-09-05 05,610.0,1902.0,30.11,67.375,67.375,0.0,5,,,100.0,30.11,3,29.58,2.03125,67.375,0.0,,0.0
2014-09-05 06,610.0,1902.0,30.13,68.6666666667,68.6666666667,0.0,1,,3.0,100.0,30.13,0,29.6,3.83333333333,68.6666666667,76.6666666667,,1.66666666667
2014-09-05 07,610.0,1902.0,30.15,72.0,74.0,0.0,-1,,,94.0,30.14,0,29.62,10.0,72.0,200.0,,3.0
2014-09-05 08,610.0,1902.0,30.14,73.0,78.0,0.0,-1,,,85.0,30.13,0,29.61,10.0,74.0,190.0,,6.0
2014-09-05 09,610.0,1902.0,30.13,74.0,82.0,0.0,-1,,8.0,77.0,30.12,0,29.6,10.0,76.0,190.0,,7.0
2014-09-05 10,610.0,1902.0,30.12,71.0,86.0,0.0,-1,,,61.0,30.11,0,29.59,10.0,77.0,210.0,16.0,7.0
2014-09-05 11,610.0,1902.0,30.1,70.0,87.0,0.0,-1,,,57.0,30.09,2,29.57,10.0,77.0,220.0,,10.0
2014-09-05 12,610.0,1902.0,30.09,71.0,89.0,0.0,-1,,6.0,55.0,30.08,1,29.56,10.0,78.0,190.0,,9.0
2014-09-05 13,610.0,1902.0,30.08,71.0,89.0,0.0,-1,,,55.0,30.06,1,29.55,10.0,78.0,210.0,,10.0
2014-09-05 14,610.0,1902.0,30.05,71.0,89.0,0.0,-1,,,55.0,30.04,2,29.52,10.0,78.0,220.0,18.0,9.0
2014-09-05 15,610.0,1902.0,30.03,72.0,87.0,0.0,-1,,8.0,61.0,30.02,1,29.5,10.0,78.0,200.0,,8.0
2014-09-05 16,610.0,1902.0,30.01,72.0,88.0,0.0,-1,,,59.0,30.0,0,29.48,10.0,78.0,210.0,,8.0
2014-09-05 17,610.0,1902.0,30.0,71.0,86.0,0.0,-1,,,61.0,29.99,1,29.47,10.0,77.0,200.0,,8.0
2014-09-05 18,610.0,1902.0,29.98,71.0,81.0,0.0,-1,,6.0,72.0,29.97,0,29.45,10.0,74.0,190.0,,6.0
2014-09-05 19,611.0,1901.0,30.0,72.0,76.0,0.0,-1,,,88.0,29.99,0,29.47,10.0,73.0,0.0,,0.0
2014-09-05 20,611.0,1901.0,30.04,72.0,74.0,0.0,-1,,,94.0,30.02,0,29.51,10.0,72.0,0.0,,0.0
2014-09-05 21,611.0,1901.0,30.05,71.0,72.0,0.0,-1,,1.0,97.0,30.04,0,29.52,10.0,71.0,200.0,,6.0
2014-09-05 22,611.0,1901.0,30.04,72.0,73.0,0.0,-1,,,96.0,30.03,0,29.51,10.0,72.0,230.0,,7.0
2014-09-05 23,611.0,1901.0,30.04,72.0,74.0,0.0,-1,,,94.0,30.03,0,29.51,10.0,72.0,0.0,,0.0
2014-09-06 00,611.0,1901.0,30.0725,66.0,75.75,0.0,3,,3.0,72.5,30.06,3,29.5425,10.0,69.75,185.0,28.0,10.0
2014-09-06 01,611.0,1901.0,30.05,68.3333333333,72.0,0.153333333333,0,,,89.0,30.02,2,29.52,6.16666666667,69.0,0.0,,1.0
2014-09-06 02,611.0,1901.0,30.03,68.0,69.0,0.0,-1,,,96.0,30.02,0,29.5,10.0,68.0,0.0,,0.0
2014-09-06 03,611.0,1901.0,30.04,69.0,70.0,0.0,-1,,5.0,97.0,30.03,1,29.51,10.0,69.0,290.0,,3.0
2014-09-06 04,611.0,1901.0,30.02,68.0,68.0,0.0,1,,,100.0,30.01,0,29.49,4.0,68.0,20.0,,5.0
2014-09-06 05,611.0,1901.0,30.02,67.5714285714,68.0,0.0,1,,,98.5714285714,30.01,0,29.49,2.46428571429,67.7142857143,30.0,,1.71428571429
2014-09-06 06,611.0,1901.0,30.02,67.3333333333,67.5,0.0,5,,5.0,99.3333333333,30.02,0,29.49,3.41666666667,67.3333333333,48.3333333333,,1.33333333333
2014-09-06 07,611.0,1901.0,30.05,71.0,73.0,0.0,-1,,,94.0,30.03,0,29.52,10.0,71.0,0.0,,0.0
2014-09-06 08,611.0,1901.0,30.05,70.0,76.0,0.0,-1,,,82.0,30.04,0,29.52,10.0,72.0,320.0,,3.0
2014-09-06 09,611.0,1901.0,30.07,69.5,78.5,0.0,-1,,1.0,74.0,30.06,3,29.54,10.0,72.5,335.0,,7.0
2014-09-06 10,611.0,1901.0,30.06,69.0,78.0,0.0,-1,,,74.0,30.05,4,29.53,10.0,72.0,340.0,,7.0
2014-09-06 11,611.0,1901.0,30.07,68.0,77.5,0.0,-1,,,72.5,30.06,3,29.54,10.0,71.0,350.0,,9.5
2014-09-06 12,611.0,1901.0,30.06,69.5,80.0,0.0,-1,,8.0,71.0,30.04,3,29.53,10.0,73.0,350.0,,13.0
2014-09-06 13,611.0,1901.0,30.06,65.5,75.0,0.0,-1,,,72.5,30.05,3,29.53,10.0,69.0,360.0,22.0,16.5
2014-09-06 14,611.0,1901.0,30.05,63.0,73.5,0.0,-1,,,69.0,30.04,2,29.52,10.0,67.0,350.0,,14.5
2014-09-06 15,611.0,1901.0,30.06,62.0,74.0,0.0,-1,,2.0,67.0,30.05,1,29.53,10.0,67.0,360.0,,13.0
2014-09-06 16,611.0,1901.0,30.08,61.0,72.0,0.0,-1,,,68.0,30.07,1,29.55,10.0,65.0,350.0,,6.0
2014-09-06 17,611.0,1901.0,30.09,59.0,71.0,0.0,-1,,,66.0,30.08,4,29.56,10.0,64.0,10.0,,8.0
2014-09-06 18,611.0,1901.0,30.09,61.0,70.0,0.0,-1,,0.0,73.0,30.08,3,29.56,10.0,64.0,10.0,,6.0
2014-09-06 19,612.0,1859.0,30.1,61.0,69.0,0.0,-1,,,76.0,30.09,1,29.57,10.0,64.0,10.0,,5.0
2014-09-06 20,612.0,1859.0,30.12,62.0,65.0,0.0,-1,,,90.0,30.11,0,29.59,10.0,63.0,0.0,,0.0
2014-09-06 21,612.0,1859.0,30.13,60.0,64.0,0.0,-1,,1.0,87.0,30.12,0,29.6,10.0,61.0,40.0,,5.0
2014-09-06 22,612.0,1859.0,30.14,61.0,62.0,0.0,-1,,,96.0,30.14,0,29.61,10.0,61.0,0.0,,0.0
2014-09-06 23,612.0,1859.0,30.14,60.0,61.0,0.0,-1,,,97.0,30.14,0,29.61,10.0,60.0,60.0,,3.0
2014-09-07 00,612.0,1859.0,30.15,60.0,61.0,0.0,-1,,1.0,97.0,30.14,1,29.62,10.0,60.0,0.0,,0.0
2014-09-07 01,612.0,1859.0,30.14,59.0,59.0,0.0,1,,,100.0,30.14,1,29.61,4.0,59.0,0.0,,0.0
2014-09-07 02,612.0,1859.0,30.15,57.5,58.0,0.0,1,,,98.0,30.14,0,29.62,2.0,57.5,0.0,,0.0
2014-09-07 03,612.0,1859.0,30.1533333333,56.5,57.0,0.0,1,,3.0,98.5,30.15,0,29.6233333333,1.33333333333,56.5,0.0,,0.0
2014-09-07 04,612.0,1859.0,30.1642857143,56.0,56.4285714286,0.0,5,,,98.2857142857,30.17,0,29.6342857143,0.714285714286,56.0,0.0,,0.0
2014-09-07 05,612.0,1859.0,30.185,55.75,55.75,0.0,5,,,100.0,30.19,2,29.655,1.6875,55.75,17.5,,0.75
2014-09-07 06,612.0,1859.0,30.2,56.0,56.0,0.0,-1,,1.0,100.0,30.2,1,29.67,10.0,56.0,60.0,,3.0
2014-09-07 07,612.0,1859.0,30.21,59.0,60.0,0.0,-1,,,96.0,30.21,0,29.68,10.0,59.0,70.0,,5.0
2014-09-07 08,612.0,1859.0,30.22,60.0,66.0,0.0,-1,,,81.0,30.21,3,29.69,10.0,62.0,50.0,,6.0
2014-09-07 09,612.0,1859.0,30.22,58.0,69.0,0.0,-1,,1.0,68.0,30.22,0,29.69,10.0,63.0,40.0,,7.0
2014-09-07 10,612.0,1859.0,30.22,54.0,71.0,0.0,-1,,,55.0,30.22,0,29.69,10.0,62.0,40.0,,13.0
2014-09-07 11,612.0,1859.0,30.21,53.0,73.0,0.0,-1,,,50.0,30.2,0,29.68,10.0,64.0,,,8.0
2014-09-07 12,612.0,1859.0,30.19,53.0,75.0,0.0,-1,,,46.0,30.19,0,29.66,10.0,65.0,50.0,,10.0
2014-09-07 13,612.0,1859.0,30.18,51.0,76.0,0.0,-1,,,42.0,30.17,0,29.65,10.0,66.0,,,6.0
2014-09-07 14,612.0,1859.0,30.15,50.0,77.0,0.0,-1,,,39.0,30.14,0,29.62,10.0,67.0,,,
2014-09-07 15,612.0,1859.0,30.13,51.0,77.0,0.0,-1,0.06,6.0,40.0,30.13,0,29.6,10.0,67.0,40.0,,11.0
2014-09-07 16,612.0,1859.0,30.13,52.0,76.0,0.0,-1,,,43.0,30.12,0,29.6,10.0,66.0,40.0,,10.0
2014-09-07 17,612.0,1859.0,30.13,52.0,74.0,0.0,-1,,,46.0,30.12,0,29.6,10.0,64.0,40.0,,9.0
2014-09-07 18,612.0,1859.0,30.12,53.0,68.0,0.0,-1,0.01,6.0,59.0,30.12,0,29.59,10.0,60.0,60.0,,3.0
2014-09-07 19,612.0,1858.0,30.13,56.0,63.0,0.0,-1,,,78.0,30.13,0,29.6,10.0,59.0,0.0,,0.0
2014-09-07 20,612.0,1858.0,30.14,55.0,61.0,0.0,-1,,,81.0,30.14,0,29.61,10.0,57.0,0.0,,0.0
2014-09-07 21,612.0,1858.0,30.16,56.0,59.0,0.0,-1,-0.04,3.0,90.0,30.15,0,29.63,10.0,57.0,0.0,,0.0
2014-09-07 22,612.0,1858.0,30.15,55.0,58.0,0.0,-1,,,90.0,30.15,0,29.62,10.0,56.0,20.0,,3.0
2014-09-07 23,612.0,1858.0,30.15,54.0,57.0,0.0,-1,,,90.0,30.14,0,29.62,10.0,55.0,20.0,,3.0
2014-09-08 00,612.0,1858.0,30.14,54.0,55.0,0.0,-1,0.01,8.0,96.0,30.13,0,29.61,10.0,54.0,0.0,,0.0
2014-09-08 01,612.0,1858.0,30.13,54.0,55.0,0.0,-1,,,96.0,30.13,0,29.6,10.0,54.0,0.0,,0.0
2014-09-08 02,612.0,1858.0,30.13,53.0,54.0,0.0,-1,,,97.0,30.12,0,29.6,7.0,53.0,0.0,,0.0
2014-09-08 03,612.0,1858.0,30.12,52.1428571429,53.1428571429,0.0,1,0.02,6.0,96.4285714286,30.12,0,29.59,2.85714285714,52.4285714286,0.0,,0.0
2014-09-08 04,612.0,1858.0,30.13,52.0,52.0,0.0,1,,,100.0,30.12,-1,29.6,1.0,52.0,0.0,,0.0
2014-09-08 05,612.0,1858.0,30.1366666667,51.6666666667,52.1666666667,0.0,1,,,98.3333333333,30.14,0,29.6066666667,4.08333333333,51.6666666667,0.0,,0.0
2014-09-08 06,612.0,1858.0,30.15,54.0,54.0,0.0,-1,,3.0,100.0,30.15,0,29.62,10.0,54.0,0.0,,0.0
2014-09-08 07,612.0,1858.0,30.15,55.0,60.0,0.0,-1,,,84.0,30.14,0,29.62,10.0,57.0,60.0,,5.0
2014-09-08 08,612.0,1858.0,30.14,57.0,65.0,0.0,-1,,,76.0,30.14,0,29.61,10.0,60.0,80.0,,5.0
2014-09-08 09,612.0,1858.0,30.13,57.0,71.0,,-1,,8.0,61.0,30.12,0,29.6,10.0,63.0,50.0,,6.0
2014-09-08 10,612.0,1858.0,30.11,58.0,75.0,0.0,-1,,,55.0,30.11,0,29.58,10.0,66.0,,,3.0
2014-09-08 11,612.0,1858.0,30.1,57.0,77.0,0.0,-1,,,50.0,30.1,0,29.57,10.0,67.0,50.0,,9.0
2014-09-08 12,612.0,1858.0,30.08,59.0,79.0,0.0,-1,,8.0,50.0,30.07,0,29.55,10.0,69.0,40.0,,6.0
2014-09-08 13,612.0,1858.0,30.06,60.0,81.0,0.0,-1,,,49.0,30.06,1,29.53,10.0,71.0,360.0,,5.0
2014-09-08 14,612.0,1858.0,30.05,60.0,80.0,0.0,-1,,,51.0,30.04,1,29.52,10.0,70.0,,,5.0
2014-09-08 15,612.0,1858.0,30.04,59.0,81.0,0.0,-1,,6.0,47.0,30.03,2,29.51,10.0,70.0,220.0,,8.0
2014-09-08 16,612.0,1858.0,30.03,58.0,81.0,0.0,-1,,,45.0,30.02,0,29.5,10.0,70.0,260.0,,8.0
2014-09-08 17,612.0,1858.0,30.03,59.0,80.0,0.0,-1,,,49.0,30.02,1,29.5,10.0,70.0,0.0,,0.0
2014-09-08 18,612.0,1858.0,30.02,64.0,73.0,0.0,-1,,6.0,74.0,30.02,0,29.49,10.0,67.0,0.0,,0.0
2014-09-08 19,613.0,1856.0,30.03,62.0,68.0,0.0,-1,,,81.0,30.03,0,29.5,10.0,64.0,0.0,,0.0
2014-09-08 20,613.0,1856.0,30.05,62.0,65.0,0.0,-1,,,90.0,30.04,0,29.52,10.0,63.0,0.0,,0.0
2014-09-08 21,613.0,1856.0,30.06,61.0,63.0,0.0,-1,,1.0,93.0,30.05,1,29.53,10.0,62.0,190.0,,3.0
2014-09-08 22,613.0,1856.0,30.06,60.0,60.0,0.0,-1,,,100.0,30.06,0,29.53,10.0,60.0,170.0,,3.0
2014-09-08 23,613.0,1856.0,30.06,60.0,61.0,0.0,-1,,,97.0,30.05,0,29.53,9.0,60.0,0.0,,0.0
2014-09-09 00,613.0,1856.0,30.06,61.0,61.0,0.0,-1,,3.0,100.0,30.06,0,29.53,8.0,61.0,0.0,,0.0
2014-09-09 01,613.0,1856.0,30.06,58.0,59.0,0.0,1,,,96.6666666667,30.05,0,29.53,3.25,58.3333333333,20.0,,1.0
2014-09-09 02,613.0,1856.0,30.0642857143,58.5714285714,59.0,0.0,1,,,98.2857142857,30.06,0,29.5342857143,2.21428571429,58.5714285714,0.0,,0.0
2014-09-09 03,613.0,1856.0,30.06,57.6666666667,58.0,0.0,1,,0.0,98.6666666667,30.05,0,29.53,0.833333333333,57.6666666667,0.0,,0.0
